Project,Commit,Version,NbDependencies,BloatedDirect,BloatedTransitive,UsedDirect,UsedTransitive
wildfly/jandex,3e6534932f463dd10cdfb62334d297d440fd94cb,1.2.1.CR1,3,0,1,2,0
wildfly/jandex,e861dd3d9c7811e94d91e1938605cc09a0cd94c8,2.1.3.Final,5,0,1,4,0
wildfly/jandex,0a2720b1994515a6e81e966f94f2dba9112aa4a9,2.2.0.Final,5,0,1,4,0
wildfly/jandex,cd74463abcbf69f9016e5de6cacf0d4f64839822,1.0.2.Final,3,0,1,2,0
wildfly/jandex,e8a7800652dae80704a502c89ff575b8c027408a,2.0.5.Final,4,0,1,3,0
wildfly/jandex,a1b93798acb966f9b860c3e3a878ea2ec1ce3751,1.2.0.Final,3,0,1,2,0
wildfly/jandex,90fa55de0de79899271612a9b68b37a7ed128d61,2.2.1.Final,5,0,1,4,0
wildfly/jandex,11c0e6b99e083fc9017d46b661d697ea1214b678,${jandexVersion}.Final,3,0,1,2,0
wildfly/jandex,91427ba1ab389e7ee053843b05aac12cd1609ae7,null,6,0,1,4,1
wildfly/jandex,5deff1e826d800512af2717092610fc118f6ac20,2.0.4.Final,4,0,1,3,0
wildfly/jandex,6ae41c79dacb126d549de353f38e93074f66f07a,1.0.0.Final,3,0,1,2,0
wildfly/jandex,a171e94548fdf1afa04258fddb54914fd21c856d,1.0.1.Final,3,0,1,2,0
wildfly/jandex,d5961f205b56e5f67cf05422c5edfa38fa69c291,1.0.0.Beta7,3,0,1,2,0
wildfly/jandex,4057a2673e0e02ca7b03584391e5a4b937da1d81,2.1.0.Beta1,4,0,1,3,0
wildfly/jandex,e77e05c464fb5f1a79a5ac29657726b8423cce27,2.1.0.Final,4,0,1,3,0
wildfly/jandex,718367715c2d507f51c912339342afab2a5ea28f,2.0.0.CR1,4,0,1,3,0
wildfly/jandex,65469b80701c8e7a27b17df943ef7e0288081146,2.0.0.Beta1,4,0,1,3,0
wildfly/jandex,d72291d5dd408f1c85817b81ecb707051555799e,2.0.2.Final,4,0,1,3,0
wildfly/jandex,75e23db2fd6491553059616638fd4e5254821b64,1.1.0.Alpha1,3,0,1,2,0
wildfly/jandex,2c728591b533b7b35eb4ec43dfd6bd84c85fdb59,2.0.3.Final,4,0,1,3,0
mzheravin/exchange-core,21b25d02e37edecdaa845e7231970a32f84d28b8,0.5.3,54,2,23,20,9
mzheravin/exchange-core,dc786fd91123a0687a955a9486866c4f00f43631,0.5.2,54,2,23,20,9
mzheravin/exchange-core,6e2dd5a040f6c1894566a1ce5da0e8193c36134c,0.5.1,54,2,23,20,9
mzheravin/exchange-core,8b4ca58e2f2ca669fe46f7f3d5ceac5e9707dea8,0.4.0,49,3,22,17,7
mzheravin/exchange-core,074f716cb42a7105aa9e47f9817b5bceee979b36,0.4.1,49,3,22,16,8
mzheravin/exchange-core,3183f6a3fde0316c9682e35bc951a716bd60149b,null,54,2,23,19,10
mzheravin/exchange-core,48123413eecf7443031f971fa05d7fdb7f035716,0.4.3,49,3,22,16,8
mzheravin/exchange-core,a61c2b8e38aaa61fe42f2d34215df7da6d6ac6a6,0.5.0,54,2,23,20,9
compomics/denovogui,b6d2a6a0b7729456ce5423c5b1f0b68a727add35,1.4.4,33,1,23,4,5
compomics/denovogui,b4d57d27a5ee8bb213cc4b73c16a564b79b0890a,1.9.7,41,1,30,4,6
compomics/denovogui,3a06d7507cdb340ff372ad5a20485380051ab3d9,1.8.1,35,1,24,4,6
compomics/denovogui,4debb61fa77a9b9b38d43c49ab9ae66e6ad95674,0.1.2-beta,48,0,36,4,8
compomics/denovogui,8b1ff8bbdde221b35fd541fb756a60a7b966201e,1.7.8,34,1,23,4,6
compomics/denovogui,16a179e3a58c47514912d317f6772a20e8cd7b75,1.7.12,34,1,23,4,6
compomics/denovogui,f74449ad24d7151175609cd846cc5787a7f4d3bb,1.16.5,43,1,32,4,6
compomics/denovogui,2c9ff8c87d1a41a5f4f65d553157aa9cf4c17ddc,1.4.10,33,1,23,4,5
compomics/denovogui,ea12672d4aa3a263fc01d1be4d617a2596c3692e,1.9.1,41,1,30,4,6
compomics/denovogui,c95d4554249334f28597cef47bddb3c9c5bd11da,1.9.8,41,1,30,4,6
compomics/denovogui,f9032321e69daaa0f1526917590756969a1b6fcd,1.7.5,34,1,23,4,6
compomics/denovogui,fbc1abefd2040375bad07d07d805e42e9cbc6dd4,1.12.4,44,1,33,4,6
compomics/denovogui,a0ba2ab60b810fc90cbee2f7860698dac74d085d,1.5.0,34,1,23,4,6
compomics/denovogui,d4b0a8dd3491b4bb3dcbdff48d2331402bfa8f67,1.2.0,48,0,36,4,8
compomics/denovogui,82b9ef4c5e612f8742a2e71292d96eb130e66bd4,1.16.0,44,1,33,4,6
compomics/denovogui,275a1e866cc24586680a2b047be8936924fcd427,1.4.8,33,1,23,4,5
compomics/denovogui,9fbfdffe10eb23066ae7dd57d1b384f07a73a015,1.4.8-beta,33,1,23,4,5
compomics/denovogui,88e28242e5e1292a77248f54cee0b1e7d9d29516,1.4.6,33,1,23,4,5
compomics/denovogui,5e8d29b650b7afb58b1d255719f9a45850422c55,1.7.3,34,1,23,4,6
compomics/denovogui,ddda66d39cc5c3c1f0d90185f6e3acb6c96fe746,1.15.0,44,1,33,4,6
compomics/denovogui,67252bc4a982eb017b1fede0ed2a121f6485a4f6,1.9.7-beta,41,1,30,4,6
compomics/denovogui,04381f2827815ecdceb583700128accfb1816776,1.9.9,41,1,30,4,6
compomics/denovogui,b02dda98bf885e01fae398a861c85ba593680076,1.9.3,41,1,30,4,6
compomics/denovogui,dc3cd2b3389b027488b9e7fadddc15589461e4b3,1.7.9,34,1,23,4,6
compomics/denovogui,cffd2b4d741ba8907a02934a6b5a508ce50c509b,1.7.0,34,1,23,4,6
compomics/denovogui,e09f5e7e2360e236bc4daabfa4589e32e044f114,1.2.2,48,0,36,4,8
compomics/denovogui,c3d12339f6fd84e2fc9e1dded68ad00ed89df5d3,1.7.7,34,1,23,4,6
compomics/denovogui,7ec7431999e6964c516e9bd3ed6805b3bd07db74,1.16.1,44,1,33,4,6
compomics/denovogui,9d68e525f170a47fde19b9dee7fbc1b3cc5f18c0,0.1,18,2,13,0,3
compomics/denovogui,3f342e7b40561aeaf706e89796d6c3d35412ed86,1.15.12,44,1,33,4,6
compomics/denovogui,a0b2da01f0a438679d0864c30dab6e47392786f7,1.7.11,34,1,23,4,6
compomics/denovogui,1d4ec2f1b60f9ef7c7786a27cb3185f2be9edb71,1.9.10,41,1,30,4,6
compomics/denovogui,5fb7a81119560d199d8b73f9b02348f5fb6a08a6,1.5.0-beta,34,1,23,4,6
compomics/denovogui,7569afd5937a61f0c01252f0654a0fd8f786137e,1.4.5,33,1,23,4,5
compomics/denovogui,6b385360f4c1526b658343e8a0ba0d79888a0992,1.4.12,34,1,23,4,6
compomics/denovogui,efffc7f2e9d69534ee6a97f9e04ba7c1dc2792be,1.16.2,44,1,33,4,6
compomics/denovogui,f5af7d7b9e5a57e3d1c96e18f2f0a3fd98272350,1.2.1,48,0,36,4,8
compomics/denovogui,5743d9f41bf031cc314187b7fdaf9ab0c47010ba,1.3.7,32,1,22,4,5
compomics/denovogui,745153a5965b5223f6a6587a0573e7d51931058d,1.3.1,32,1,22,4,5
compomics/denovogui,1075645dc2f4ed8e53881c73958e19dcbd4fb650,1.7.13,35,1,24,4,6
compomics/denovogui,a42e7048a5ed9d85bd1f865a35493db58f40a89e,1.4.7,33,1,23,4,5
compomics/denovogui,a49f327dcb1f982ecb382b2d33578cda5333afc3,1.1.0-beta,48,0,36,4,8
compomics/denovogui,02c71f27bd1e544c7f9eb3a9cb182fa746fb063b,0.1.3-beta,48,0,36,4,8
compomics/denovogui,b0be866ac7cf6317bc75599d028554ed07cb0564,1.3.6-beta,32,1,22,4,5
compomics/denovogui,5a91138bd6d567272723bf9ac6961b0fe91eda7d,1.16.4,43,1,32,4,6
compomics/denovogui,2fb9e639f38c7eac1cfb643fa9a07234e54502da,1.6.0,34,1,23,4,6
compomics/denovogui,aac92fce04ef566e23a453140a5bb1c8d9847f30,1.4.11,33,1,23,4,5
compomics/denovogui,799df6c96b0308d6c89f487e321c1af868890b86,1.8.3-beta,39,1,28,4,6
compomics/denovogui,bbab61d9f5813e2e0762d32ba4eb1e9ec36eb5fe,0.1.4-beta,48,0,36,4,8
compomics/denovogui,48b737d2ecdf4c5df0c3f5363d41f92b7d542351,1.3.2,32,1,22,4,5
compomics/denovogui,30979dc6affb844788932ae915499969d52d538f,1.16.6,43,1,32,4,6
compomics/denovogui,14699d6505404d96c4fdd3b748ab6d0d6d33aa9a,null,43,1,32,4,6
compomics/denovogui,8273e7c8db308cfb691fd48f16d0ea0aef28923e,1.8.0,35,1,24,4,6
compomics/denovogui,db8872b9a68110d57cf765590f0ee5686fc6b255,1.3.6,32,1,22,4,5
compomics/denovogui,ccfb58f0b23cba8deaa04c80ff285acdf46d577a,1.10.1,41,1,30,4,6
compomics/denovogui,15f14b35b43e055bcc625518e684ecfdc94ffec1,1.7.0-beta,34,1,23,4,6
compomics/denovogui,e06c0c0984045ddfcb09b116bf94eab69a7e049b,1.7.4,34,1,23,4,6
compomics/denovogui,a58f0cd49b4372f942b3dd64fd8c332375aca740,1.9.6,41,1,30,4,6
compomics/denovogui,95d8d55e50a250b6a09bf748a5da87201b4c767e,1.3.0,32,1,22,4,5
compomics/denovogui,d51a87c40c5104ee4124ed35afde373d17ac8e96,0.1.0-beta,39,1,31,3,4
compomics/denovogui,0adb2771b21a9548beaef7c8d90f851ff866780d,1.3.5,32,1,22,4,5
compomics/denovogui,f3295323946599e313d0892c158b7b09bee7af14,1.1.1,48,0,36,4,8
compomics/denovogui,a2b2d54a8b4009af89221a525ca86f2441da3a1e,1.0.0,48,0,36,4,8
compomics/denovogui,ecd9718fa9c757069a31352738dcc40db6b9d477,1.9.4,41,1,30,4,6
compomics/denovogui,0cbf7460c6889a97cce41444f8e41af9b4222e22,1.1.0,48,0,36,4,8
compomics/denovogui,687c17f36a5667c4ec18e648201279bdaf701758,1.2.3,48,0,36,4,8
compomics/denovogui,d4283bf6baada7f8cd8af9af3e28401501309454,1.3.4,32,1,22,4,5
compomics/denovogui,8999b639d1e10184b17d9ed86995133a2d20491b,1.4.1,32,1,22,4,5
compomics/denovogui,84b11600b3cd9f79bc7be4b6be19788df7abe3b4,1.5.2,34,1,23,4,6
compomics/denovogui,581e74bac2f7c5d731c8763f0452a2b873edb17f,1.9.5,41,1,30,4,6
compomics/denovogui,e09166980d076243ea599f2ee172cdf25ec211a1,1.3.4-beta,32,1,22,4,5
compomics/denovogui,16303184814e1bcc2ffa82998ef6eefe8824ed5c,1.7.6,34,1,23,4,6
compomics/denovogui,9bef6d9d887e01385e4930df2aa13061444f3503,1.16.3,43,1,32,4,6
compomics/denovogui,1af7b35b86dc47e92a7c9cc571f01211c472678d,0.1.5-beta,48,0,36,4,8
compomics/denovogui,3d2999627138fda54fd686b759671d788de6a0dd,1.3.3,32,1,22,4,5
compomics/denovogui,dbd801e298300064792bc3d72a7bfc57e190d881,1.10.0,41,1,30,4,6
compomics/denovogui,e26cd8f3851804930a48475a61d45aeee4fe696e,1.4.3,33,1,23,4,5
compomics/denovogui,4d773b20fd169330c0b36bb86ff8fcc79eefc614,0.1.1-beta,48,0,36,4,8
compomics/denovogui,2c57149694a2afbaf6216e90ddd0ecdc7942f73a,1.9.2,41,1,30,4,6
compomics/denovogui,16ddee63bc66c97c030788d43ca5bb6fcb5a07f7,1.7.10,34,1,23,4,6
compomics/denovogui,99bbe7355e9059b651e848ee839724386faeebb6,1.3.0-beta,49,0,37,4,8
compomics/denovogui,b93a9115df1f49a0db089efcff3d92d1d632b9a3,1.4.2,32,1,22,4,5
compomics/denovogui,cba881db6c85100b9704bd11a10ecdb08d5aef40,1.9.0,41,1,30,4,6
compomics/denovogui,81683387046aaf727a0927f22ff71acfd0ab31ec,1.4.0,32,1,22,4,5
compomics/denovogui,fd8cf4a197e2c4917e4d2010c60d504dc9ea56a7,1.4.9,33,1,23,4,5
ShifuML/shifu,83d6264063bdc29bbd292ff5657b4bf903ca2747,0.2.4,87,2,52,13,20
ShifuML/shifu,3b63e9e188330dffc65d46b7fc75de9ce384d60f,0.2.3,87,2,52,13,20
ShifuML/shifu,ba4b33292efc471376a8b8c13e1e1b29fdeae369,0.12.0,134,2,71,17,44
ShifuML/shifu,f879f82da5e6b5ec9e47bcb83f64f3acb0b603b6,null,134,2,71,16,45
ShifuML/shifu,aa0812d411873f77cf648fb2e82737ea175f87ba,0.2.2,87,4,52,14,17
ucchyocean/LunaChat,3e857dd1dd65dbf35bfe1d6d5d9d9ed9cf965e4b,2.8.14,12,0,2,8,2
ucchyocean/LunaChat,73154ba43d33e0bc1e840a5ad8b0a49027e557e8,2.8.15,12,0,2,8,2
ucchyocean/LunaChat,f4d736cc5073e7459ad7a945f192f17d24501d8c,3.0.1,49,3,31,7,8
ucchyocean/LunaChat,bbfcacfe4c10907eb262093a6e88c069bf1b39d6,3.0.9,31,2,13,13,3
ucchyocean/LunaChat,9e3c5ec312e7e31b5c3e97ae54cc59e2de505c63,3.0.13,31,2,13,13,3
ucchyocean/LunaChat,978100ab02f9bcc44719e1a3cf612796e80ba458,3.0.7,31,2,13,13,3
ucchyocean/LunaChat,b96d9566d0be9f7571acb03be859ce4cde46b64a,3.0.15,31,2,13,13,3
ucchyocean/LunaChat,5f5a8c219fd27391af1dd8ba9b25e481aa62700e,3.0.14,31,2,13,13,3
ucchyocean/LunaChat,18c47505c7e3ff82fe59819896ccc2f916c91aa4,3.0.4,31,2,13,13,3
ucchyocean/LunaChat,854abef1b3540adc1f839001a66a988bb280cef5,3.0.11,31,2,13,13,3
ucchyocean/LunaChat,edbba82258adc58cd10201deac5fefa71fd98389,2.8.12,12,0,2,8,2
ucchyocean/LunaChat,fefd5f0c1be81c8b3b3e5a44bad07a94c7070bb5,3.0.8,31,2,13,13,3
ucchyocean/LunaChat,0466653e899d535ef97d11917325cb5253dc08f4,3.0.3,31,2,13,13,3
ucchyocean/LunaChat,16eb0ad1dd0d7f31d76d632439e6b9f9fb86a5d2,2.8.10,25,0,15,5,5
ucchyocean/LunaChat,bfd6bbbe87c4c6358d6dd6abc32c96f045b2d7b9,3.0.6,31,2,13,13,3
ucchyocean/LunaChat,0c8212e979601c3064aff411f928fdd81ad8c462,3.0.10,31,2,13,13,3
ucchyocean/LunaChat,a58830f3144ba6092296ff5a7913c0874a59a183,3.0.12,31,2,13,13,3
ucchyocean/LunaChat,49a514b1acdb814b8ed8098dcd1bfd6be85e61aa,2.8.4,24,0,16,4,4
ucchyocean/LunaChat,23da91109ee6e8fe2e46d8f895186f9a8ea606fd,2.8.11,12,0,2,8,2
ucchyocean/LunaChat,a981b1050a83bd55b2303cccbe409cdabf180b6d,2.8.13,12,0,2,8,2
ucchyocean/LunaChat,97c92425e63fa14dc8dad8d08ba657943a4b2e05,null,31,2,13,13,3
ucchyocean/LunaChat,d41b0de7e17853d076a3c9b059b6a6972d413a69,3.0.16,31,2,13,13,3
ucchyocean/LunaChat,81b75f3f0f87067c07bd5f57842228ee74408ba6,3.0.5,31,2,13,13,3
ucchyocean/LunaChat,b9fcb18aacfe86cd1816051f263d5baa50b03fa7,3.0.2,30,3,12,10,5
ThreeTen/threeten-extra,256352257f4dcdb7c966cab6a51705e8e1bd4693,1.3.1,9,0,6,3,0
ThreeTen/threeten-extra,5579d9642d7dd95ff2e1a870e7e98d8cad84b4bf,1.3.2,9,0,6,3,0
ThreeTen/threeten-extra,4131b74e5758c4e504bf85c7654af376dfb7ce77,null,10,0,6,4,0
ThreeTen/threeten-extra,61bb775d7a52c0fabff4563b1c1fabae9737adf6,1.4,9,0,6,3,0
ThreeTen/threeten-extra,28c45ac08f8adc2db6ecb63617b92f262ea28a11,0.8,6,0,5,1,0
ThreeTen/threeten-extra,b92b352ceed45194b7d2cdce0844da6c27d81ce5,1.5.0,10,0,6,4,0
ThreeTen/threeten-extra,e869d91e85f952d888666c96bb7d5dbd7cc29ffc,1.3,9,0,6,3,0
sbaudoin/sonar-yaml,55104f4923b4aa81838b0d311642ae6eeb33500d,null,33,3,14,7,9
sbaudoin/sonar-yaml,2927c5dbe678304fc321a9e6ee18963ee830f57e,1.4.2,33,3,14,8,8
sbaudoin/sonar-yaml,1e3ae5c67ba91857d0abe7871d3e9fca69f461ad,1.0.1,32,3,16,7,6
sbaudoin/sonar-yaml,1e3ed7079f4d1da052d05b4df9f76b5f6bbf0fd6,1.4.1,32,3,16,7,6
sbaudoin/sonar-yaml,08863f716c4ff721fdb0cc8f68a75fb3d3802f1d,1.4.3,33,3,14,8,8
sbaudoin/sonar-yaml,eb386f5e4b0df2576e36954f3f42f2708d380f6a,1.4.0,32,3,16,7,6
sbaudoin/sonar-yaml,6e4b963be21eb1eff315e5d62277ef6c95ce1493,null,33,3,14,7,9
sbaudoin/sonar-yaml,7257f1d1d87b35afa1fce26a8df1303b998ca9c4,1.5.1,33,3,14,8,8
sbaudoin/sonar-yaml,8e77f15d057a9ae76ae97b376d63da00bf35c56c,1.2.0,32,3,16,7,6
sbaudoin/sonar-yaml,9bee12a2cf89bb7e5606376763dcb5036ddb2f90,1.5.2,32,3,13,7,9
sbaudoin/sonar-yaml,4aca21b80762b5c8d6babe8c07ee1100b1214dc8,1.1.0,32,3,16,7,6
sbaudoin/sonar-yaml,21b4e3aa43eac55a750962342b7db8f7c80960b9,1.3.0,32,3,16,7,6
sbaudoin/sonar-yaml,1e7e215af0739e7539c474cf27909fac1568a7a5,1.5.0,33,3,14,8,8
sbaudoin/sonar-yaml,9ba0fa559c56ae3cabce10b6952fec21da14f037,1.0.0,29,2,17,6,4
vackosar/gitflow-incremental-builder,be479f7f1f3368101a2c4b438251d1f1aafe846d,3.11.0,74,4,41,14,15
vackosar/gitflow-incremental-builder,6fa3720786387ffa7c981c9138482467ed8c21fa,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,e7a2a7d560e416d2133e21a395a58129ef074eb9,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,909d5bc4e25fab8f3f49f1f8c0accce2fa581195,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,37fda1f3951c3ad7b3c7405ffda66617be60286b,null,74,4,45,12,13
vackosar/gitflow-incremental-builder,e30b8ba6ddd5182178fd229543fdd548d58f205b,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,97d74ab655be6e4c2c269436bf6cb73ea90d015d,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,a3aa4140041aa3051efce773bd697eeefd54a455,null,74,4,45,12,13
vackosar/gitflow-incremental-builder,cee53520ac418c4b408a7f4d7e7802a6b9a8673b,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,c1c6858a549593f27148a5dd5e624e8a64334736,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,50d6c51dec692b9750eb799ff90b918a3c6cd705,3.10.1,66,3,39,11,13
vackosar/gitflow-incremental-builder,802b1cb49a283abbfe67fc12174a979f18dcd367,null,52,1,31,8,12
vackosar/gitflow-incremental-builder,8debaee49610d81528ecc217fd1aa82dfa7aef63,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,a18c9e9937161d393ba80020f61cb1fadaf76520,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,a8905c5d052abb5a97f466319d088473472d3bc2,3.9.1,66,3,39,11,13
vackosar/gitflow-incremental-builder,10db72841f3954c8671f4feb3f5d53fa65764906,null,73,4,42,13,14
vackosar/gitflow-incremental-builder,81f963123702e81ba0004430b1c6e207dc8d1939,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,e19bf8aa2a9f4a7a9d5cee427f8ab79fd795351a,null,74,4,45,12,13
vackosar/gitflow-incremental-builder,ed1c89a9e7dfb64a24ebceced968ad723a055c25,3.11.2,76,4,42,15,15
vackosar/gitflow-incremental-builder,e848d34b2aa3268c301c9675069a5c3cab48a748,3.5,46,0,32,4,10
vackosar/gitflow-incremental-builder,26213a1d9a9fc6f0664a9f3254ca074460e44ec6,3.8.1,42,1,29,6,6
vackosar/gitflow-incremental-builder,b7a878fb200964b16fea02b7f472d678f1fedc0e,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,a7eef913a75644e9b65c2ac941c571f5957fa7dd,1.1,12,1,8,2,1
vackosar/gitflow-incremental-builder,226580b1a826d60918788a0c21e5a487044bba26,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,017fec123e5e4a748c47632dba617851b2fe4b29,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,aef679bf5b2571ec69ed3212271af4a876dbb74c,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,f218ffa1a9103fa8913a3d2e3fb1d580210dadea,null,74,4,41,14,15
vackosar/gitflow-incremental-builder,2290fda1052598612eb1d35983988ea2a155d6ab,3.9.2,66,3,39,11,13
vackosar/gitflow-incremental-builder,9fb1fb751f0deddbc03edf11d9bad9382f43b445,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,6f2a2ad007350a96263ee3529fb0dffaf98d68df,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,8740b15c15f628ed3d39eee192660339cefa8c05,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,ffb3e8fe259bae33214c28a73f78f762160b2352,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,974eebd9efb1ecdddaf953bb28cff7547b6b009d,null,52,1,31,8,12
vackosar/gitflow-incremental-builder,6f7c2277d8f17ab2d559b4d8539d5dbf32731452,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,20e21737e74e1be5354cd953de831a4376fc1ba5,3.10.0,66,3,39,11,13
vackosar/gitflow-incremental-builder,b83616b7dbc93e85b567c4b7edd8d850b6451a97,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,6d9a151b9ca0225d7c57c52119f17a7f8b068430,3.6,46,0,32,4,10
vackosar/gitflow-incremental-builder,abff59a9cba9b745c9901586679b22ebc4ef03cb,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,bba703802a37e864b0b3cfc5f44f70f7c56a1715,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,62ea9c30fe3a99a1f11d68fbc0ea1493d77275d1,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,97368ae541b2ffec755a7aa7588e163e26152830,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,7e450e715560889e318fe81fc228089042c4ac61,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,4178ec74fcbbb28f1c42f2aa1e27d68b291af9db,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,614ac5568dab2e0b223c617f656a93198db9df5b,3.7,42,0,27,4,11
vackosar/gitflow-incremental-builder,69a25ff175ae1a41d885e4c18b9551f70b6441c8,3.10.2,74,4,45,12,13
vackosar/gitflow-incremental-builder,ff11efe8fbf1310ee34299db5fb97189fd2dd49b,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,7b6e088ea57a1f983589a7d56fe007c13cf02b9f,null,74,4,45,12,13
vackosar/gitflow-incremental-builder,fb98536f519b7c84abb755c80e1975aaa0b9fa23,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,fe48ed97f3c9ae74d8d26b44011165fcda6224e1,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,69b72b4fdec35c164943f973bc42baa113fa1358,null,74,4,45,12,13
vackosar/gitflow-incremental-builder,863a22043721973d91aa85b142f35ebf3c8d5c16,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,df7f72f92598ce130e0d0e6b5ac77400bbd4fbc2,null,73,4,42,13,14
vackosar/gitflow-incremental-builder,38a8e220acf0247d22f6113288e7a7ea3982464b,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,6bd32c752de4d67931e3a9374dbdc013eea8ac43,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,49bf03e21d1b75ecacfd0188501f74a453511460,null,74,4,45,12,13
vackosar/gitflow-incremental-builder,2d6ca6e96b226461942e190da727cfbe2c980d8d,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,54176754703676d6049c37aa8a973caf590a7df3,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,11369152563a095b9a61ab4dbeb91a48fb4e745a,3.8,39,1,26,6,6
vackosar/gitflow-incremental-builder,3a82b97ca5ba1a1a830fc2546434b53e2864a39c,3.11.1,77,4,42,15,16
vackosar/gitflow-incremental-builder,6ddc53f79741eaa7669f2e417b7da99f45422df8,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,63615d8e57c40f2c5991e31805259c7f44f29ad6,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,b825e5ed90a90fd078da043fcba2c02888b1c8a2,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,2535a26838a513ccb4c7b6224f3f92c2c8196401,null,73,4,42,13,14
vackosar/gitflow-incremental-builder,8a0d3cd08eb9bcfa463ece74d8e1f2ade24cfc9e,null,74,4,41,14,15
vackosar/gitflow-incremental-builder,6b61c749a9c8918b0bd946776e9a176d36aa3703,3.11.3,76,4,42,15,15
vackosar/gitflow-incremental-builder,976fdd0073c70c49831fd218779a9c42ae1c0c15,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,29b95db9e89069467a3cda83b043e4b59b669a32,null,77,4,42,15,16
vackosar/gitflow-incremental-builder,21adf18356f65d9c68640eed592919d23e059fa8,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,30c588fb48fa80981c179aff11a6ea12c0c6aca2,1.0,12,1,8,2,1
vackosar/gitflow-incremental-builder,92858f06f55394d2bdd0ff9b64ec43930b34a13f,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,faa422a1728bcc26adeed8f8ebf3e1817d61e0ff,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,c179452fe7675b3295cff6512d540f5b015064f7,null,74,4,45,12,13
vackosar/gitflow-incremental-builder,b62910bc5ace73bd590ceb5ce14e2e1d9d99ef82,null,73,4,42,13,14
vackosar/gitflow-incremental-builder,e5ca1f19d25d42414102375c982cc9cdad09d2ca,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,a91fc3d3c84f802f3a853776524836f5a0966447,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,ba0fc3c53b3dc05c95950b9ef008d7c1213ecb72,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,298483f6edd450ece0bedab134a56c4c93194a5e,null,74,4,45,12,13
vackosar/gitflow-incremental-builder,af917af3948835a7c7a86d698f60e0d067bf1e7f,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,f40c8ac38d95dab36646ffc62d6190c0cfd882c1,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,6084126111ae6b1c587a2d94d886273e9902d57e,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,32615ea2e2c5791a6eae3214e91400919f225173,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,4129072ee2cc5063cf318120a69e7788d2dc62e8,null,52,1,31,8,12
vackosar/gitflow-incremental-builder,2e9e141d82123a1d7efce82b3395faff9234fd5a,null,66,3,39,11,13
vackosar/gitflow-incremental-builder,88ee78a4ea381566bfd19069aba45eea95232924,3.9.0,52,1,31,8,12
vackosar/gitflow-incremental-builder,bc7af7a17931dbf46622d0e98ac713e931f565c3,null,57,1,35,9,12
vackosar/gitflow-incremental-builder,f350cdfab2c10aa07118b86bbea6243098ddda36,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,3fd2efea4db828c422dea33ac2123853b39cf495,null,76,4,42,15,15
vackosar/gitflow-incremental-builder,52073e294652b066b519f7a3fe51c361ac7a4c98,3.12.0,76,4,42,15,15
vackosar/gitflow-incremental-builder,58d43c1832ec867edda81a2b1b6aad9613502256,null,66,3,39,11,13
